Время	T01	T02	T03	T04	T05	T06	T07	T08	T09	P	N2
1543926686316	-1	2	6	2	4	3	3	3	3	149	1
1543926696317	-1	2	6	2	4	3	3	3	3	149	1
1543926706317	-1	2	6	2	4	3	3	3	3	149	1
1543926716318	-1	2	6	2	4	3	3	3	3	149	1
1543926726319	-1	2	6	2	4	3	3	3	3	149	1
1543926736320	-1	2	6	2	4	3	3	3	3	149	1
1543926746321	-1	2	6	2	4	3	3	3	3	149	1
1543926756322	-1	2	6	2	4	3	3	3	3	149	1
1543926766322	-1	2	6	2	4	3	3	3	3	149	1
1543926776323	-1	2	6	2	4	3	3	3	3	149	1
1543926786325	-1	2	6	2	4	3	3	3	3	149	1
1543926796325	-1	2	6	2	4	3	3	3	3	149	1
1543926806325	-1	2	6	2	4	3	3	3	3	150	1
1543926816325	-1	2	6	2	4	3	3	3	3	150	1
1543926826326	-1	2	6	2	4	3	3	3	3	150	1
1543926836326	-1	2	6	2	4	3	3	3	3	150	1
1543926846326	-1	2	6	2	4	3	3	3	3	150	1
1543926856327	-1	2	6	2	4	3	3	3	3	150	1
1543926866329	-1	2	6	2	4	3	3	3	3	150	1
1543926876330	-1	2	6	2	4	3	3	3	3	150	1
1543926886330	-1	2	6	2	4	3	3	3	3	150	1
1543926896330	-1	2	6	2	4	3	3	3	3	150	1
1543926906332	-1	2	6	2	4	3	3	3	3	150	1
1543926916334	-1	2	6	2	4	3	3	3	3	150	1
1543926926335	-1	2	6	2	4	3	3	3	3	150	1
1543926936335	-1	2	6	2	4	3	3	3	3	150	1
1543926946337	-1	2	6	2	4	3	3	3	3	150	1
1543926956337	-1	2	6	2	4	3	3	3	3	150	1
1543926966337	-1	2	6	2	4	3	3	3	3	150	1
1543926976338	-1	2	6	2	4	3	3	3	3	150	1
1543926986337	-1	2	6	2	4	3	3	3	3	150	1
1543926996338	-1	2	6	2	4	3	3	3	3	150	1
1543927006339	-1	2	6	2	4	3	3	3	3	150	1
1543927016339	-1	2	6	2	4	3	3	3	3	151	1
1543927026339	-1	2	6	2	4	3	3	3	3	151	1
1543927036340	-1	2	6	2	4	3	3	3	3	151	1
1543927046341	-1	2	6	2	4	3	3	3	3	151	1
1543927056341	-1	2	6	2	4	3	3	3	3	151	1
1543927066342	0	2	6	2	4	3	3	3	3	151	1
1543927076343	-1	2	6	2	4	3	3	3	3	151	1
1543927086344	-1	2	6	2	4	3	3	3	3	151	1
1543927096343	-1	2	6	2	4	3	3	3	3	151	1
1543927106343	-1	2	6	2	4	3	3	3	3	151	1
1543927116343	-1	2	6	2	4	3	3	3	3	151	1
1543927126343	-1	2	6	2	4	3	3	3	3	151	1
1543927136343	-1	2	6	2	4	3	3	3	3	151	1
1543927146345	-1	2	6	2	4	2	3	3	3	151	1
1543927156344	-1	2	6	2	4	3	3	3	3	151	1
1543927166347	-1	2	6	2	4	2	3	3	3	151	1
1543927176348	-1	2	6	2	4	3	3	3	3	151	1
1543927186348	-1	2	6	2	4	3	3	3	3	151	1
1543927196347	-1	2	6	2	4	2	3	3	3	151	1
1543927206348	-1	2	6	2	4	3	3	3	3	151	1
1543927216348	-1	2	6	2	4	3	3	3	3	151	1
1543927226349	-1	2	6	2	4	2	3	3	3	151	1
1543927236349	-1	2	6	2	4	2	3	3	3	151	1
1543927246350	-1	2	6	2	4	2	3	3	3	151	1
1543927256350	-1	2	6	2	4	3	3	3	3	152	1
1543927266351	-1	2	6	2	4	3	3	3	3	152	1
1543927276352	-1	2	6	2	4	3	3	3	3	152	1
1543927286351	-1	2	6	2	4	1	3	3	3	152	1
1543927296351	-1	2	6	2	4	3	3	3	3	152	1
1543927306351	-1	2	6	2	4	3	3	3	3	152	1
1543927316351	-1	2	6	2	4	3	3	3	3	152	1
1543927326352	-1	2	6	2	4	3	3	3	3	152	1
1543927336353	-1	2	6	2	4	2	3	3	3	151	1
1543927346355	-1	2	6	2	4	3	3	3	3	150	1
1543927356356	-1	2	6	2	4	2	3	3	3	149	1
1543927366356	-1	2	6	2	4	2	3	3	3	149	1
1543927376358	-1	2	6	2	4	3	3	3	3	148	1
1543927386358	-1	2	6	2	4	2	3	3	3	148	1
1543927396360	-1	2	6	2	4	2	3	3	3	147	1
1543927406360	-1	2	6	2	4	2	3	3	3	147	1
1543927416361	-1	2	6	2	4	2	3	3	3	146	1
1543927426361	-1	2	6	2	4	3	3	3	3	145	1
1543927436363	-1	2	6	2	4	3	3	3	3	145	1
1543927446364	-1	2	6	2	4	3	3	3	3	144	1
1543927456364	-1	2	6	2	4	3	3	3	3	144	1
1543927466365	-1	2	6	2	4	2	3	3	3	143	1
1543927476365	-1	2	6	2	4	3	3	3	3	143	1
1543927486365	-1	2	6	2	4	3	3	3	3	143	1
1543927496365	-1	2	6	2	4	3	3	3	3	142	1
1543927506366	-1	2	6	2	4	3	3	3	3	141	1
1543927516366	-1	2	6	2	4	3	3	3	3	141	1
1543927526367	-1	2	6	2	4	3	3	3	3	141	1
1543927536367	-1	2	6	2	4	3	3	3	3	140	1
1543927546368	-1	2	6	2	4	3	3	3	3	140	1
1543927556369	-1	2	6	2	4	3	3	3	3	139	1
1543927566370	-1	2	6	2	4	3	3	3	3	139	1
1543927576371	-1	2	6	2	4	3	3	3	3	138	1
1543927586370	-1	2	6	2	4	3	3	3	3	138	1
1543927596371	-1	2	6	2	4	3	3	3	3	137	1
1543927606373	-1	2	6	2	4	3	3	3	3	137	1
1543927616387	-1	2	6	2	4	3	3	3	3	137	1
1543927626387	-1	2	6	2	4	3	3	3	3	138	1
1543927636387	-1	2	6	2	4	3	3	3	3	138	1
1543927646387	-1	2	6	2	4	3	3	3	3	139	1
1543927656388	-1	2	6	2	4	3	3	3	3	141	1
1543927666388	-1	2	6	2	4	3	3	3	3	142	1
1543927676388	-1	2	6	2	4	3	3	3	3	143	1
1543927686389	-1	2	6	2	4	3	3	3	3	144	1
1543927696390	-1	2	6	2	4	3	3	3	3	145	1
1543927706391	-1	2	6	2	4	3	3	3	3	145	1
1543927716391	-1	2	6	2	4	3	4	3	3	147	1
1543927726392	-1	2	6	2	4	2	4	3	3	148	1
1543927736393	-1	2	6	2	4	2	4	3	3	149	1
1543927746393	-1	2	6	2	4	3	4	3	3	150	1
1543927756393	-1	2	6	2	4	3	4	3	3	150	1
1543927766393	-1	2	6	2	4	3	4	3	3	151	1
1543927776393	-1	2	6	2	4	3	4	3	3	151	1
1543927786393	-1	2	6	2	4	3	4	3	3	152	1
1543927796394	-1	2	6	2	4	3	4	3	3	152	1
1543927806396	-1	2	6	2	4	3	4	3	3	153	1
1543927816396	-1	2	6	2	4	2	4	3	3	153	1
1543927826396	-1	2	6	2	4	3	3	3	3	154	1
1543927836396	-1	2	6	2	4	3	3	3	3	154	1
1543927846397	-1	2	6	2	4	2	3	3	3	154	1
1543927856397	-1	2	6	2	4	3	3	3	3	155	1
1543927866398	-1	2	6	2	4	2	4	3	3	155	1
1543927876399	-1	2	6	2	4	2	3	3	3	155	1
1543927886401	-1	2	6	2	4	3	3	3	3	156	1
1543927896401	-1	2	6	2	4	2	3	3	3	156	1
1543927906402	-1	2	6	2	4	3	3	3	3	156	1
1543927916402	-1	2	6	2	4	3	3	3	3	157	1
1543927926403	-1	2	6	2	4	2	3	3	3	157	1
1543927936403	-1	2	6	2	4	3	3	3	3	157	1
1543927946404	-1	2	6	2	4	3	3	3	3	158	1
1543927956404	-1	2	6	2	4	3	3	3	3	158	1
1543927966405	-1	2	6	2	4	3	3	3	3	159	1
1543927976405	-1	2	6	2	4	3	3	3	3	159	1
1543927986405	-1	2	6	2	4	3	3	3	3	160	1
1543927996407	-1	2	6	2	4	3	3	3	3	160	1
1543928006407	-1	2	6	2	4	3	3	3	3	160	1
1543928016408	-1	2	6	2	4	3	3	3	3	161	1
1543928026408	-1	2	6	2	4	3	3	3	3	161	1
1543928036409	-1	2	6	2	4	3	3	3	3	162	1
1543928046409	-1	2	6	2	4	3	3	3	3	162	1
1543928056410	-1	2	6	2	4	3	3	3	3	163	1
1543928066412	-1	2	6	2	4	3	3	3	3	163	1
1543928076412	-1	2	6	2	4	3	3	3	3	164	1
1543928086412	-1	2	6	2	4	3	3	3	3	164	1
1543928096413	-1	2	6	2	4	3	3	3	3	164	1
1543928106414	-1	2	6	2	4	2	3	3	3	165	1
1543928116414	-1	2	6	2	4	2	3	3	3	166	1
1543928126413	-1	2	6	2	4	3	3	3	3	166	1
1543928136414	-1	2	6	2	4	3	3	3	3	166	1
1543928146416	-1	2	6	2	4	3	3	3	3	167	1
1543928156417	-1	2	6	2	4	3	4	3	3	167	1
1543928166418	-1	2	6	2	4	3	4	3	3	168	1
1543928176418	-1	2	6	2	4	3	4	3	3	168	1
1543928186418	-1	2	6	2	4	3	3	3	3	169	1
1543928196419	-1	2	6	2	4	3	4	3	3	169	1
1543928206421	-1	2	6	2	4	3	4	3	3	170	1
1543928216421	-1	2	6	2	4	3	4	3	3	170	1
1543928226422	-1	2	6	2	4	2	4	3	3	171	1
1543928236422	-1	2	6	2	4	3	4	3	3	171	1
1543928246422	-1	2	6	2	4	3	4	3	3	172	1
1543928256423	-1	2	6	2	4	3	3	3	3	173	1
1543928266423	-1	2	6	2	4	3	4	3	3	173	1
1543928276423	-1	2	6	2	4	3	4	3	3	174	1
1543928286424	-1	2	6	2	4	3	4	3	3	174	1
1543928296425	-1	2	6	2	4	3	4	3	3	175	1
1543928306426	-1	2	6	2	4	3	4	3	3	175	1
1543928316425	-1	2	6	2	4	3	4	3	3	175	1
1543928326426	-1	2	6	2	4	3	4	3	3	175	1
1543928336428	-1	2	6	2	4	3	4	3	3	175	1
1543928346428	-1	2	6	2	4	3	4	3	3	175	1
1543928356429	-1	2	6	2	4	3	4	3	3	175	1
1543928366430	-1	2	6	2	4	3	4	3	3	175	1
1543928376431	-1	2	6	2	4	3	4	3	3	175	1
1543928386432	-1	2	6	2	4	3	3	3	3	175	1
1543928396432	-1	2	6	2	4	3	3	3	3	175	1
1543928406434	-1	2	6	2	4	3	3	3	3	175	1
1543928416434	0	2	6	2	4	3	3	3	3	175	1
1543928426434	-1	2	6	2	4	3	3	3	3	175	1
1543928436434	-1	2	6	2	4	3	3	3	3	175	1
1543928446435	-1	2	6	2	4	3	3	3	3	175	1
1543928456436	-1	2	6	2	4	3	3	3	3	175	1
1543928466437	-1	2	6	2	4	3	3	3	3	175	1
1543928476438	-1	2	6	2	4	3	3	3	3	175	1
1543928486439	-1	2	6	2	4	3	3	3	3	175	1
1543928496440	0	2	6	2	4	3	3	3	3	175	1
1543928506440	-1	2	6	2	4	3	3	3	3	175	1
1543928516441	-1	2	6	2	4	3	3	3	3	175	1
1543928526441	-1	2	6	2	4	3	3	3	3	175	1
1543928536441	-1	2	6	2	4	3	3	3	3	175	1
1543928546442	-1	2	6	2	4	3	3	3	3	175	1
1543928556443	-1	3	6	2	3	3	3	3	3	175	1
1543928566443	0	2	6	2	4	3	3	3	3	175	1
1543928576444	-1	2	6	2	4	3	3	3	3	175	1
1543928586444	-1	2	6	2	4	3	3	3	3	175	1
1543928596445	-1	2	6	2	4	3	3	3	3	175	1
1543928606445	-1	3	6	2	4	3	3	3	3	175	1
1543928616446	-1	3	6	2	4	3	3	3	3	175	1
1543928626446	-1	3	6	2	4	3	3	3	3	176	1
1543928636447	-1	3	6	2	4	3	3	3	3	175	1
1543928646447	-1	3	6	2	4	3	3	3	3	176	1
1543928656447	-1	3	6	2	4	3	3	3	3	176	1
1543928666448	-1	2	6	2	4	3	3	3	3	176	1
1543928676449	-1	3	6	2	4	3	3	3	3	176	1
1543928686449	-1	2	6	2	4	3	3	3	3	176	1
1543928696449	-1	2	6	2	3	3	3	3	3	176	1
1543928706450	0	3	6	2	3	3	3	3	3	176	1
1543928716450	-1	3	6	2	4	3	3	3	3	176	1
1543928726450	-1	3	6	2	4	3	3	3	3	176	1
1543928736450	0	2	6	2	4	3	3	3	3	176	1
1543928746450	-1	2	6	2	4	3	3	3	3	176	1
1543928756450	0	2	6	2	4	3	3	3	3	176	1
1543928766450	0	2	6	2	4	3	3	3	3	176	1
1543928776452	0	2	6	2	4	3	3	3	3	176	1
1543928786454	-1	3	6	2	4	3	3	3	3	176	1
1543928796456	-1	3	6	2	3	3	3	3	3	175	1
1543928806457	-1	2	6	2	4	3	3	3	3	174	1
1543928816457	-1	3	6	2	4	3	3	3	3	173	1
1543928826457	0	3	6	2	4	3	3	3	3	172	1
1543928836457	-1	2	6	2	4	3	3	3	3	171	1
1543928846458	-1	2	6	2	4	3	3	3	3	170	1
1543928856460	0	2	6	2	4	3	3	3	3	169	1
1543928866460	0	2	6	2	4	3	3	3	3	168	1
1543928876461	-1	2	6	2	4	3	3	3	3	168	1
1543928886462	-1	2	6	2	4	3	3	3	3	167	1
1543928896462	-1	2	6	2	4	3	3	3	3	166	1
1543928906461	-1	3	6	2	4	3	3	3	3	165	1
1543928916463	-1	2	6	2	4	3	3	3	3	164	1
1543928926464	-1	2	6	2	4	3	3	3	3	164	1
1543928936464	-1	2	6	2	4	3	3	3	3	163	1
1543928946464	0	3	6	2	4	3	3	3	3	162	1
1543928956464	-1	3	6	2	4	3	3	3	3	162	1
1543928966464	0	2	6	2	4	3	3	3	3	161	1
1543928976464	0	2	6	2	4	3	3	3	3	160	1
1543928986466	-1	3	6	2	4	3	3	3	3	159	1
1543928996467	-1	3	6	2	4	3	3	3	3	159	1
1543929006467	-1	2	6	2	4	3	3	3	3	158	1
1543929016466	-1	3	6	2	4	3	3	3	3	157	1
1543929026469	-1	3	6	2	4	3	3	3	3	157	1
1543929036470	0	3	6	2	4	3	3	3	3	156	1
1543929046470	0	2	6	2	4	3	3	3	3	156	1
1543929056471	0	3	6	2	4	3	3	3	3	155	1
1543929066472	-1	3	6	2	4	3	3	3	3	154	1
1543929076474	-1	3	6	2	4	3	3	3	3	154	1
1543929086474	0	3	6	2	4	3	3	3	3	153	1
1543929096475	0	3	6	2	4	3	3	3	3	153	1
1543929106476	-1	3	6	2	4	3	3	3	3	152	1
1543929116477	-1	2	6	2	4	3	3	3	3	151	1
1543929126479	-1	2	6	2	4	3	3	3	3	151	1
1543929136479	-1	3	6	2	4	3	3	3	3	150	1
1543929146479	-1	2	6	2	4	3	3	3	3	150	1
1543929156481	0	3	6	2	4	3	3	3	3	149	1
1543929166482	0	2	6	2	4	3	3	3	3	149	1
1543929176482	0	3	6	2	4	3	3	3	3	148	1
1543929186484	-1	3	6	2	4	3	3	3	3	147	1
1543929196485	-1	2	6	2	4	3	3	3	3	147	1
1543929206485	-1	3	6	2	4	3	3	3	3	146	1
1543929216487	-1	2	6	2	4	3	3	3	3	146	1
1543929226487	-1	2	6	2	4	3	3	3	3	145	1
1543929236487	-1	2	6	2	4	3	3	3	3	145	1
1543929246488	-1	3	6	2	4	3	3	3	3	144	1
1543929256489	-1	3	6	2	4	3	3	3	3	144	1
1543929266490	-1	3	6	2	4	3	3	3	3	143	1
1543929276491	-1	3	6	2	4	3	3	3	3	143	1
1543929286491	-1	2	6	2	4	3	3	3	3	143	1
1543929296492	-1	2	6	2	4	3	3	3	3	142	1
1543929306492	-1	3	6	2	4	3	3	3	3	141	1
1543929316493	-1	3	6	2	4	3	3	3	3	141	1
1543929326494	-1	3	6	2	4	3	3	3	3	140	1
1543929336495	-1	2	6	2	4	3	3	3	3	140	1
1543929346495	-1	3	6	2	4	3	3	3	3	140	1
1543929356496	-1	3	6	2	4	3	3	3	3	139	1
1543929366496	-1	3	6	2	4	3	3	3	3	139	1
1543929376496	-1	3	6	2	4	3	3	3	3	139	1
1543929386497	-1	2	6	2	4	3	3	3	3	138	1
1543929396499	-1	3	5	2	4	3	3	3	3	138	1
1543929406499	-1	2	6	2	4	3	3	3	3	137	1
1543929416500	-1	2	6	2	4	3	3	3	3	137	1
1543929426502	-1	3	6	2	4	3	3	3	3	136	1
1543929436502	-1	2	6	2	4	3	3	3	3	136	1
1543929446503	-1	2	6	2	4	3	3	3	3	136	1
1543929456504	-1	2	6	2	4	3	3	3	3	135	1
1543929466504	-1	2	6	2	4	3	3	3	3	135	1
1543929476506	-1	2	6	2	4	3	3	3	3	134	1
1543929486507	-1	2	6	2	4	3	3	3	3	134	1
1543929496507	-1	2	6	2	4	3	3	3	3	134	1
1543929506507	-1	2	6	2	4	3	3	3	3	133	1
1543929516508	-1	3	6	2	4	3	3	3	3	133	1
1543929526508	-1	3	6	2	4	3	3	3	3	132	1
1543929536509	-1	3	6	2	4	3	3	3	3	132	1
1543929546510	-1	3	6	2	4	3	3	3	3	132	1
1543929556511	-1	3	6	2	4	3	3	3	3	131	1
1543929566512	-1	3	6	2	4	3	3	3	3	131	1
1543929576514	-1	2	6	2	4	3	3	3	3	131	1
1543929586514	-1	3	6	2	4	3	3	3	3	130	1
1543929596514	-1	3	6	2	4	3	3	3	3	130	1
1543929606515	-1	2	6	2	4	3	3	3	3	130	1
1543929616516	-1	3	6	2	4	3	2	3	3	130	1
1543929626517	-1	2	6	2	4	3	2	3	3	129	1
1543929636517	-1	3	6	2	4	3	2	3	3	129	1
1543929646519	-1	3	6	2	4	3	2	3	3	128	1
1543929656519	-1	2	6	2	4	3	2	3	3	128	1
1543929666520	-1	3	6	2	4	3	2	3	3	128	1
1543929676520	-1	2	6	2	4	3	2	3	3	128	1
1543929686522	-1	2	6	2	4	3	2	3	3	127	1
1543929696523	-1	3	6	2	4	3	2	3	3	127	1
1543929706524	-1	3	6	2	4	3	2	3	3	127	1
1543929716525	-1	3	6	2	4	3	2	3	3	126	1
1543929726526	-1	2	6	2	4	3	2	3	3	126	1
1543929736526	-1	3	6	2	4	3	2	3	3	126	1
1543929746527	-1	3	6	2	4	3	2	3	3	126	1
1543929756529	-1	3	6	2	4	3	2	3	3	125	1
1543929766530	-1	3	6	2	4	3	2	3	3	125	1
1543929776531	-1	3	6	2	4	3	2	3	3	125	1
1543929786531	-1	2	6	2	4	3	2	3	3	124	1
1543929796531	-1	2	6	2	4	3	2	3	3	124	1
1543929806532	-1	3	6	2	4	3	2	3	3	124	1
1543929816532	-1	2	6	2	4	3	2	3	3	124	1
1543929826533	-1	3	6	2	4	3	2	3	3	123	1
1543929836535	-1	3	6	2	4	3	2	3	3	123	1
1543929846535	-1	3	6	2	4	3	2	3	3	123	1
1543929856536	-1	3	6	2	4	3	2	3	3	123	1
1543929866538	-1	3	6	2	4	3	2	3	3	122	1
1543929876539	-1	2	6	2	4	3	2	3	3	122	1
1543929886539	-1	3	6	2	4	3	2	3	3	122	1
1543929896541	-1	3	6	2	4	3	2	3	3	122	1
1543929906541	-1	3	6	2	4	3	2	3	3	122	1
1543929916542	-1	2	6	2	4	3	2	3	3	121	1
1543929926544	-1	2	6	2	4	3	2	3	3	121	1
1543929936544	-1	2	6	2	4	3	2	3	3	121	1
1543929946544	-1	2	6	2	4	3	2	3	3	120	1
1543929956544	-1	2	6	2	4	3	2	3	3	120	1
1543929966545	-1	3	6	2	4	3	2	3	3	120	1
1543929976545	-1	2	6	2	4	3	2	3	3	120	1
1543929986546	-1	3	6	2	4	3	2	3	3	120	1
1543929996548	-1	2	6	2	4	3	2	3	3	119	1
1543930006548	-1	3	6	2	4	3	2	3	3	119	1
1543930016549	-1	3	6	2	4	3	2	3	3	119	1
1543930026550	-1	3	6	2	4	3	2	3	3	119	1
1543930036550	-1	2	6	2	4	3	2	3	3	119	1
1543930046550	-1	3	6	2	4	3	2	3	3	118	1
1543930056551	-1	3	6	2	4	3	2	3	3	118	1
1543930066552	-1	2	6	2	4	3	2	3	3	118	1
1543930076554	-1	3	6	2	4	3	2	3	3	118	1
1543930086554	-1	3	6	2	4	3	2	3	3	117	1
1543930096554	-1	3	6	2	4	3	2	3	3	117	1
1543930106554	-1	3	6	2	4	3	2	3	3	117	1
1543930116556	-1	3	6	2	4	3	2	3	3	117	1
1543930126556	-1	2	6	2	4	3	2	3	3	117	1
1543930136557	-1	2	6	2	4	3	2	3	3	117	1
1543930146557	-1	2	6	2	4	3	2	3	3	116	1
1543930156557	-1	3	6	2	4	3	2	3	3	116	1
1543930166558	-1	2	6	2	4	3	2	3	3	116	1
1543930176559	-1	2	6	2	4	3	2	3	3	116	1
1543930186559	-1	3	6	2	4	3	2	3	3	116	1
1543930196559	-1	2	6	2	4	3	2	3	3	115	1
1543930206560	-1	2	6	2	4	3	2	3	3	115	1
1543930216562	-1	2	6	2	4	3	2	3	3	115	1
1543930226562	-1	2	6	2	4	3	2	3	3	115	1
1543930236562	-1	2	6	2	4	3	2	3	3	115	1
1543930246564	-1	3	6	2	4	3	2	3	3	114	1
1543930256565	-1	2	6	2	4	3	2	3	3	114	1
1543930266565	-1	3	6	2	4	3	2	3	3	114	1
1543930276565	-1	3	6	2	4	3	2	3	3	114	1
1543930286567	-1	3	6	2	4	3	2	3	3	114	1
1543930296567	-1	2	6	2	4	3	2	3	3	114	1
1543930306569	-1	2	6	2	4	3	2	3	3	114	1
1543930316569	-1	3	6	2	4	3	2	3	3	113	1
1543930326570	-1	3	6	2	4	3	2	3	3	113	1
1543930336570	-1	2	6	2	4	3	2	3	3	113	1
1543930346571	-1	2	6	2	4	3	2	3	3	113	1
1543930356572	-1	3	6	2	4	3	2	3	3	113	1
1543930366573	-1	3	6	2	4	3	2	3	3	113	1
1543930376574	-1	2	6	2	4	3	2	3	3	113	1
1543930386574	-1	2	6	2	4	3	2	3	3	112	1
1543930396574	-1	3	6	2	4	3	2	3	3	112	1
1543930406575	-1	2	6	2	4	3	2	3	3	112	1
1543930416575	-1	2	6	2	4	3	2	3	3	112	1
1543930426576	-1	2	6	2	4	3	2	3	3	112	1
1543930436576	-1	2	6	2	4	3	2	3	3	112	1
1543930446577	0	2	6	2	4	3	2	3	3	111	1
1543930456578	-1	2	6	2	4	3	2	3	3	111	1
1543930466578	-1	2	6	2	4	3	2	3	3	111	1
1543930476578	-1	2	6	2	4	3	2	3	3	111	1
1543930486578	-1	3	6	2	4	3	2	3	3	111	1
1543930496578	-1	2	6	2	4	3	2	3	3	111	1
1543930506580	-1	2	6	2	4	3	2	3	3	111	1
1543930516580	-1	2	6	2	4	3	2	3	3	111	1
1543930526583	-1	2	6	2	4	3	2	3	3	110	1
1543930536583	-1	2	6	2	4	3	2	3	3	110	1
1543930546584	-1	2	6	2	4	3	2	3	3	110	1
1543930556585	-1	3	6	2	4	3	2	3	3	110	1
1543930566586	-1	3	6	2	4	3	2	3	3	110	1
1543930576586	-1	3	6	2	4	3	2	3	3	110	1
1543930586587	-1	2	6	2	4	3	2	3	3	110	1
1543930596588	-1	2	6	2	4	3	2	3	3	110	1
1543930606588	-1	3	6	2	4	3	2	3	3	109	1
1543930616589	-1	3	6	2	4	3	2	3	3	109	1
1543930626590	-1	2	6	2	4	3	2	3	3	109	1
1543930636590	-1	3	6	2	4	3	2	3	3	109	1
1543930646590	-1	3	6	2	4	3	2	3	3	109	1
1543930656590	-1	3	6	2	4	3	2	3	3	109	1
1543930666591	-1	2	6	2	4	3	2	3	3	109	1
1543930676593	-1	3	6	2	4	3	2	3	3	109	1
1543930686593	-1	3	6	2	4	3	2	3	3	109	1
1543930696594	-1	3	6	2	4	3	2	3	3	108	1
1543930706595	-1	2	6	2	4	3	2	3	3	108	1
1543930716595	-1	2	6	2	4	3	2	3	3	108	1
1543930726595	-1	2	6	2	4	3	2	3	3	108	1
1543930736596	-1	3	6	2	4	3	2	3	3	108	1
1543930746595	-1	2	6	2	4	3	2	3	3	108	1
1543930756596	-1	2	6	2	4	3	2	3	3	108	1
1543930766595	-1	3	6	2	4	3	2	3	3	108	1
1543930776595	-1	3	6	2	4	3	2	3	3	108	1
1543930786596	-1	2	6	2	4	3	2	3	3	108	1
1543930796597	-1	3	6	2	4	3	2	3	3	108	1
1543930806598	-1	2	6	2	4	3	2	3	3	107	1
1543930816599	-1	2	6	2	4	3	2	3	3	107	1
1543930826601	0	2	6	2	4	3	2	3	3	107	1
1543930836601	0	3	6	2	4	3	2	3	3	107	1
1543930846602	-1	3	6	2	4	3	2	3	3	107	1
1543930856603	-1	3	6	2	4	3	2	3	3	107	1
1543930866604	-1	3	6	2	4	3	2	3	3	107	1
1543930876604	-1	2	6	2	4	3	2	3	3	107	1
1543930886604	-1	2	6	2	4	3	2	3	3	107	1
1543930896606	-1	2	6	2	4	3	2	3	3	107	1
1543930906606	-1	2	6	2	4	3	2	3	3	107	1
1543930916607	-1	3	6	2	4	3	2	3	3	106	1
1543930926607	-1	2	6	2	4	3	2	3	3	106	1
1543930936608	-1	2	6	2	4	3	2	3	3	106	1
1543930946609	-1	3	6	2	4	3	2	3	3	106	1
1543930956609	-1	2	6	2	4	3	2	3	3	106	1
1543930966609	-1	2	6	2	4	3	2	3	3	106	1
1543930976609	-1	3	6	2	4	3	2	3	3	106	1
1543930986609	-1	2	6	2	4	3	2	3	3	106	1
1543930996611	-1	3	6	2	4	3	2	3	3	106	1
1543931006611	-1	2	6	2	4	3	2	3	3	106	1
1543931016611	-1	3	6	2	4	2	3	3	3	106	1
1543931026611	-1	2	6	2	4	3	3	3	3	106	1
1543931036613	-1	2	6	2	4	3	3	3	3	105	1
1543931046614	-1	2	6	2	4	3	3	3	3	105	1
1543931056615	-1	2	6	2	4	3	3	3	3	105	1
1543931066617	-1	2	6	2	4	3	3	3	3	105	1
1543931076617	-1	2	6	2	4	3	3	3	3	105	1
1543931086617	-1	2	6	2	4	3	3	3	3	105	1
1543931096619	-1	2	6	2	4	3	3	3	3	105	1
1543931106619	-1	3	6	2	4	3	3	3	3	105	1
1543931116620	-1	3	6	2	4	3	3	3	3	105	1
1543931126620	0	2	6	2	4	3	3	3	3	105	1
1543931136621	-1	2	6	2	4	3	3	3	3	105	1
1543931146622	-1	3	6	2	4	3	3	3	3	105	1
1543931156622	-1	2	6	2	4	3	3	3	3	105	1
1543931166623	-1	3	6	2	4	3	3	3	3	105	1
1543931176623	-1	2	6	2	4	3	3	3	3	105	1
1543931186623	-1	2	6	2	4	3	3	3	3	105	1
1543931196624	-1	2	6	2	4	3	3	3	3	104	1
1543931206625	-1	2	6	2	4	3	3	3	3	104	1
1543931216625	-1	2	6	2	4	3	3	3	3	104	1
1543931226625	0	2	6	2	4	3	3	3	3	104	1
1543931236625	0	2	6	2	4	3	3	3	3	104	1
1543931246625	-1	2	6	2	4	3	3	3	3	104	1
1543931256625	-1	2	6	2	4	3	3	3	3	104	1
1543931266625	-1	2	6	2	4	3	3	3	3	104	1
1543931276627	-1	2	6	2	4	3	3	3	3	104	1
1543931286627	-1	2	6	2	4	3	3	3	3	104	1
1543931296627	-1	2	6	2	4	3	3	3	3	104	1
1543931306629	-1	2	6	2	4	3	3	3	3	104	1
1543931316629	-1	2	6	2	4	3	3	3	3	104	1
1543931326631	-1	2	6	2	4	3	3	3	3	104	1
1543931336632	0	3	6	2	4	3	3	3	3	104	1
1543931346633	-1	3	6	2	4	3	3	3	3	104	1
1543931356633	0	2	6	2	4	3	3	3	3	103	1
1543931366633	-1	2	6	2	4	3	3	3	3	104	1
1543931376634	0	2	6	2	4	3	3	3	3	103	1
1543931386635	0	3	6	2	4	3	3	3	3	103	1
1543931396636	0	3	6	2	4	3	3	3	3	103	1
1543931406637	0	3	6	2	4	3	3	3	3	103	1
1543931416637	0	3	6	2	4	3	3	3	3	103	1
1543931426638	-1	3	6	2	4	3	3	3	3	103	1
1543931436639	0	3	6	2	4	3	3	3	3	103	1
1543931446641	0	3	6	2	4	3	3	3	3	103	1
1543931456642	-1	3	6	2	4	3	3	3	3	103	1
1543931466642	0	3	6	2	4	3	3	3	3	103	1
1543931476643	0	3	6	2	4	3	3	3	3	103	1
1543931486644	0	3	6	2	4	3	3	3	3	103	1
1543931496645	0	3	6	2	4	3	3	3	3	103	1
1543931506646	0	3	6	2	4	3	3	3	3	103	1
