Время	T01	T02	T03	T04	T05	T06	T07	T08	T09	P	N2
1543931516647	0	3	6	2	4	3	3	3	3	103	1
1543931526647	0	3	6	2	4	3	3	3	3	103	1
1543931536648	0	3	6	2	4	3	3	3	3	103	1
1543931546649	-1	2	6	2	3	2	3	3	3	104	1
1543931556650	-1	3	6	2	4	3	3	3	3	104	1
1543931566650	-1	3	6	2	4	2	3	3	3	104	1
1543931576652	-1	3	6	2	4	3	3	3	3	103	1
1543931586652	-1	2	6	2	4	3	3	3	3	103	1
1543931596652	-1	2	6	2	4	3	3	3	3	103	2
1543931606652	-1	3	6	2	4	3	3	3	3	103	2
1543931616653	-1	3	6	2	4	3	3	3	3	103	1
1543931626653	-1	2	6	2	4	2	3	3	3	103	2
1543931636653	-1	2	6	2	4	3	3	3	3	103	2
1543931646654	-1	3	6	2	4	3	3	3	3	103	2
1543931656656	-1	3	6	2	4	3	3	3	3	103	2
1543931666656	-1	2	6	2	4	3	3	3	3	103	2
1543931676656	-1	2	6	2	4	3	3	3	3	103	2
1543931686657	-1	2	6	2	4	3	3	3	3	103	1
1543931696658	-1	2	6	2	4	3	3	3	3	103	1
1543931706658	-1	2	6	2	4	3	3	3	3	103	1
1543931716660	-1	2	6	2	4	3	3	3	3	103	2
1543931726661	-1	2	6	2	4	3	3	3	3	103	2
1543931736662	-1	2	6	2	4	3	3	3	3	103	2
1543931746663	-1	3	6	2	4	2	3	3	3	103	2
1543931756663	-1	2	6	2	4	3	3	3	3	103	2
1543931766664	-1	2	6	2	4	3	3	3	3	103	2
1543931776664	-1	2	6	2	4	3	3	3	3	103	2
1543931786665	-1	3	6	2	4	3	3	3	3	102	2
1543931796666	0	2	6	2	4	3	3	3	3	102	2
1543931806667	-1	2	6	2	4	3	3	3	3	102	2
1543931816668	0	2	6	2	4	3	3	3	3	102	2
1543931826668	-1	3	6	2	4	3	3	3	3	102	2
1543931836669	0	2	6	2	4	3	3	3	3	102	2
1543931846669	-1	2	6	2	4	3	3	3	3	102	2
1543931856670	-1	3	6	2	4	3	3	3	3	102	2
1543931866671	0	2	6	2	4	3	3	3	3	103	2
1543931876671	-1	3	6	2	4	3	3	3	3	103	2
1543931886673	-1	3	6	2	4	3	3	3	3	103	2
1543931896673	-1	2	6	2	4	3	3	3	3	103	2
1543931906674	-1	2	6	2	4	3	3	3	3	103	2
1543931916676	-1	2	6	2	4	3	3	3	3	103	2
1543931926678	0	2	6	2	4	3	3	3	3	103	2
1543931936678	-1	2	6	2	4	3	3	3	3	103	2
1543931946678	-1	2	6	2	4	3	3	3	3	103	2
1543931956677	-1	2	6	2	4	3	3	3	3	103	2
1543931966678	-1	2	6	2	4	3	3	3	3	103	2
1543931976680	-1	3	6	2	4	3	3	3	3	103	2
1543931986680	-1	2	6	2	4	3	3	3	3	103	2
1543931996680	-1	2	6	2	4	3	3	3	3	103	2
1543932006681	-1	2	6	2	4	3	3	3	3	104	2
1543932016682	-1	2	6	2	4	3	3	3	3	105	2
1543932026682	-1	2	6	2	4	3	3	3	3	106	2
1543932036683	-1	2	6	2	4	3	3	3	3	106	2
1543932046683	-1	2	6	2	4	3	3	3	3	107	2
1543932056684	-1	2	6	2	4	2	3	3	3	108	2
1543932066684	-1	2	6	2	4	3	3	3	3	109	2
1543932076685	-1	2	6	2	4	3	3	3	3	110	2
1543932086684	-1	2	6	2	4	3	3	3	3	111	2
1543932096684	-1	2	6	2	4	3	3	3	3	112	2
1543932106684	-1	2	6	2	4	3	3	3	3	112	2
1543932116685	-1	2	6	2	4	3	3	3	3	113	2
1543932126685	-1	2	6	2	4	3	3	3	3	114	2
1543932136686	-1	2	6	2	4	3	3	3	4	115	2
1543932146687	-1	2	6	2	4	2	3	3	4	116	2
1543932156688	-1	2	6	2	4	3	3	3	4	117	2
1543932166688	-1	2	6	2	4	3	3	3	4	118	2
1543932176689	0	2	6	2	4	2	3	3	4	119	2
1543932186690	0	2	6	2	4	3	3	3	4	120	2
1543932196691	-1	2	6	2	4	3	3	3	4	121	2
1543932206691	-1	2	6	2	4	3	3	3	4	122	2
1543932216691	-1	2	6	2	4	3	3	3	4	123	2
1543932226692	-1	2	6	2	4	3	3	3	4	123	2
1543932236692	-1	2	6	2	4	3	3	3	4	125	2
1543932246692	-1	2	6	2	4	3	3	3	4	126	2
1543932256693	-1	2	6	2	4	3	3	3	4	127	2
1543932266694	-1	2	6	2	4	3	3	3	4	127	2
1543932276694	-1	2	6	2	4	3	3	3	4	129	2
1543932286694	-1	2	6	2	4	2	4	3	4	129	2
1543932296696	-1	2	6	2	4	3	4	3	4	130	2
1543932306697	-1	2	6	2	4	2	3	3	4	132	2
1543932316698	-1	2	6	2	4	3	3	3	4	132	2
1543932326698	-1	2	6	2	4	3	3	3	4	133	2
1543932336700	-1	2	6	2	4	3	3	3	4	134	2
1543932346700	-1	2	6	2	4	3	3	3	4	135	2
1543932356701	-1	2	6	2	4	3	3	3	4	136	2
1543932366701	-1	2	6	2	4	3	3	3	4	137	2
1543932376702	-1	2	6	2	4	2	3	3	4	138	2
1543932386702	-1	3	6	2	4	2	3	3	4	139	2
1543932396702	-1	2	6	2	4	2	3	3	4	140	2
1543932406703	-1	2	6	2	4	2	3	3	4	141	2
1543932416704	-1	2	6	2	4	2	3	3	4	142	2
1543932426704	-1	3	6	2	4	3	3	3	4	143	2
1543932436703	-1	2	6	2	4	3	3	3	4	144	2
1543932446704	-1	2	6	2	4	2	3	3	4	145	2
1543932456704	-1	2	6	2	4	3	3	3	4	146	2
1543932466704	-1	2	6	2	4	3	3	3	4	147	2
1543932476705	0	2	6	2	4	2	3	3	4	148	2
1543932486706	-1	2	6	2	4	2	3	3	4	149	2
1543932496707	0	3	6	2	3	3	3	3	4	150	2
1543932506707	-1	3	6	2	4	2	3	3	4	151	2
1543932516708	-1	2	6	2	3	3	3	3	4	152	2
1543932526709	-1	2	6	2	4	3	3	3	4	153	2
1543932536709	0	2	6	2	4	2	3	3	4	154	2
1543932546709	-1	3	6	2	4	3	3	3	4	155	2
1543932556709	-1	3	6	2	4	3	3	3	4	156	2
1543932566710	-1	3	6	2	4	3	3	3	4	157	2
1543932576711	-1	3	6	2	3	3	3	3	4	158	2
1543932586711	0	3	6	2	4	3	3	3	4	159	2
1543932596713	0	3	6	2	4	2	3	3	4	160	2
1543932606713	-1	3	6	2	4	3	3	3	4	160	2
1543932616713	-1	3	6	2	4	3	3	3	4	161	2
1543932626713	-1	3	6	2	4	3	3	3	4	162	2
1543932636714	0	3	6	2	4	3	3	3	4	163	2
1543932646714	-1	3	6	2	3	3	3	3	4	164	2
1543932656714	0	3	6	2	4	2	3	3	4	165	2
1543932666715	-1	3	6	2	4	3	3	3	4	167	2
1543932676716	0	3	6	2	4	3	3	3	4	167	2
1543932686716	-1	3	6	2	4	3	3	3	4	168	2
1543932696718	0	3	6	2	4	2	3	3	4	169	2
1543932706719	-1	3	6	2	4	3	4	3	4	170	2
1543932716719	0	3	6	2	4	3	4	3	4	171	2
1543932726721	0	3	6	2	4	3	4	3	4	172	2
1543932736722	0	3	6	2	4	2	4	3	4	173	2
1543932746721	-1	3	6	2	3	3	4	3	4	174	2
1543932756722	0	3	6	2	4	2	4	3	4	175	2
1543932766723	-1	3	6	2	4	3	4	3	4	176	2
1543932776725	0	3	6	2	3	3	4	3	4	177	2
1543932786725	-1	3	6	2	4	3	4	3	4	177	2
1543932796726	0	3	6	2	4	3	4	3	4	177	2
1543932806726	-1	3	6	2	4	3	4	3	4	177	2
1543932816727	0	3	6	2	4	3	4	3	4	177	2
1543932826727	-1	3	6	2	4	3	4	3	4	177	2
1543932836729	0	3	6	2	4	3	4	3	4	177	2
1543932846729	-1	3	6	2	4	3	4	3	4	177	2
1543932856731	-1	3	6	2	4	3	4	3	4	177	2
1543932866730	0	3	6	2	4	3	4	3	4	178	2
1543932876731	-1	3	6	2	4	3	4	3	4	178	2
1543932886731	0	3	6	2	4	3	4	3	4	178	2
1543932896731	-1	3	6	2	4	3	4	3	4	178	2
1543932906731	-1	3	6	2	4	3	4	3	4	178	2
1543932916732	0	3	6	2	4	3	4	3	4	179	2
1543932926733	-1	3	6	2	4	3	4	3	4	179	2
1543932936733	-1	3	6	2	4	3	4	3	4	179	2
1543932946733	-1	3	5	2	4	3	4	3	4	179	2
1543932956733	-1	3	6	2	4	3	4	3	4	179	2
1543932966733	0	3	5	2	4	2	4	3	4	180	2
1543932976735	-1	3	6	2	4	3	4	3	4	180	2
1543932986735	-1	3	6	2	4	3	4	3	4	180	2
1543932996736	-1	3	6	2	4	3	4	3	4	180	2
1543933006737	-1	3	6	2	4	3	4	3	4	180	2
1543933016737	-1	3	6	2	4	3	4	3	4	181	2
1543933026738	-1	3	6	2	4	3	4	3	4	181	2
1543933036738	-1	3	6	2	4	3	4	3	4	181	2
1543933046739	-1	3	6	2	4	3	4	3	4	181	2
1543933056740	-1	3	5	2	4	3	4	3	4	181	2
1543933066740	-1	3	6	2	4	3	4	3	4	181	2
1543933076741	-1	3	5	2	4	3	3	3	4	181	2
1543933086741	-1	3	5	2	4	3	3	3	4	181	2
1543933096742	-1	3	6	2	4	3	3	3	4	181	2
1543933106742	-1	3	5	2	4	3	4	3	4	181	2
1543933116742	-1	3	5	2	4	2	3	3	4	181	2
1543933126742	-1	3	5	2	4	3	3	3	4	181	2
1543933136742	-1	3	7	2	4	3	3	3	4	181	2
1543933146742	-1	3	7	2	4	3	3	3	4	181	2
1543933156743	-1	3	6	2	4	3	3	3	4	181	2
1543933166744	-1	3	6	2	4	3	3	3	4	181	2
1543933176745	-1	3	5	2	4	3	3	3	4	181	2
1543933186746	-1	3	7	2	4	2	3	3	4	181	2
1543933196748	-1	3	7	2	4	2	3	3	4	181	2
1543933206747	-1	3	7	2	4	3	3	3	4	181	2
1543933216748	-1	3	7	2	4	3	3	3	4	181	2
1543933226748	-1	3	7	2	4	3	3	3	4	181	2
1543933236749	-1	3	7	2	4	3	3	3	4	181	2
1543933246750	-1	3	7	2	4	3	3	3	4	182	2
1543933256750	-1	3	7	2	4	3	3	3	4	182	2
1543933266749	-1	3	7	2	4	3	3	3	4	182	2
1543933276751	-1	3	7	2	4	3	3	3	4	182	2
1543933286752	-1	3	7	2	4	2	3	3	4	182	2
1543933296753	-1	3	7	2	4	3	3	3	4	182	2
1543933306755	-1	3	7	2	4	3	3	3	4	182	2
1543933316756	-1	3	7	2	4	3	3	3	4	182	2
1543933326756	-1	3	7	2	4	3	3	3	4	182	2
1543933336757	-1	3	7	2	4	3	3	3	4	182	2
1543933346757	-1	3	7	2	4	3	3	3	4	182	2
1543933356758	-1	3	7	2	4	3	3	3	4	182	2
1543933366758	-1	3	7	2	4	2	3	3	4	182	2
1543933376758	-1	3	7	2	4	2	3	3	4	182	2
1543933386758	-1	3	7	2	4	3	3	3	4	182	2
1543933396758	-1	3	7	2	4	3	3	3	4	182	2
1543933406759	-1	3	7	2	4	3	3	3	4	182	2
1543933416760	-1	3	7	2	4	3	3	3	4	182	2
1543933426761	-1	3	7	2	4	3	3	3	4	182	2
1543933436760	-1	3	7	2	4	3	3	3	4	182	2
1543933446761	-1	3	7	2	4	3	3	3	4	182	2
1543933456762	-1	3	7	2	4	3	3	3	4	182	2
1543933466761	-1	3	7	2	4	3	3	3	4	182	2
1543933476761	-1	3	7	2	4	2	3	3	4	182	2
1543933486762	-1	3	7	2	4	3	3	3	4	182	2
1543933496762	-1	3	7	2	4	3	3	3	4	183	2
1543933506762	-1	3	7	2	4	3	3	3	4	183	2
1543933516763	-1	3	7	2	4	3	3	3	4	183	2
1543933526765	-1	3	7	2	4	3	3	3	4	183	2
1543933536764	-1	3	7	2	4	3	3	3	4	183	2
1543933546766	-1	3	7	2	4	3	3	3	4	183	2
1543933556766	-1	3	7	2	4	3	3	3	4	183	2
1543933566767	-1	3	7	2	4	2	3	3	4	183	2
1543933576767	-1	3	7	2	4	2	3	3	4	183	2
1543933586767	-1	3	7	2	4	3	3	3	4	183	2
1543933596766	-1	3	7	2	4	3	3	3	4	183	2
1543933606767	-1	3	7	2	4	3	3	3	4	183	2
1543933616768	-1	3	7	2	4	3	3	3	4	183	2
1543933626768	-1	3	7	2	4	3	3	3	4	183	2
1543933636769	-1	3	7	2	4	2	3	3	4	183	2
1543933646770	-1	3	7	2	4	2	3	3	4	183	2
1543933656771	-1	3	7	2	4	3	3	3	4	183	2
1543933666771	-1	3	7	2	4	3	3	3	4	183	2
1543933676772	-1	3	7	2	4	3	3	3	4	183	2
1543933686772	-1	3	7	2	4	3	3	3	4	183	2
1543933696773	-1	3	7	2	4	3	3	3	4	183	2
1543933706773	-1	3	7	2	4	3	3	3	4	183	2
1543933716774	-1	3	7	2	4	3	3	3	4	183	2
1543933726775	-1	3	7	2	4	3	3	3	4	183	2
1543933736777	-1	3	7	2	4	3	3	3	4	183	2
1543933746776	-1	3	7	2	4	3	3	3	4	183	2
1543933756777	-1	3	7	2	4	3	3	3	4	184	2
1543933766777	-1	3	7	2	4	3	3	3	4	184	2
1543933776777	-1	3	7	2	4	3	3	3	4	184	2
1543933786778	-1	3	7	2	4	3	3	3	4	184	2
1543933796779	-1	3	7	2	4	2	3	3	4	185	2
1543933806780	-1	3	7	2	4	3	3	3	4	187	2
1543933816780	-1	3	7	2	4	3	4	3	4	188	2
1543933826779	-1	3	7	2	4	3	4	3	4	189	2
1543933836779	-1	3	7	2	4	3	4	3	4	189	2
1543933846780	-1	3	7	2	4	3	4	3	4	189	2
1543933856780	-1	3	7	2	4	3	4	3	4	189	2
1543933866781	-1	3	7	2	4	3	4	3	4	189	2
1543933876782	-1	3	7	2	4	3	4	3	4	189	2
1543933886783	-1	3	7	2	4	3	4	3	4	189	2
1543933896783	-1	3	7	2	4	3	4	3	4	189	2
1543933906783	-1	3	7	2	4	2	4	3	4	190	2
1543933916783	-1	3	7	2	4	3	4	3	4	190	2
1543933926784	-1	3	7	2	4	3	4	3	4	190	2
1543933936786	-1	3	7	2	4	3	4	3	4	190	2
1543933946787	-1	3	7	2	4	2	4	3	4	190	2
1543933956788	-1	3	7	2	4	3	4	3	4	190	2
1543933966789	-1	3	7	2	4	2	4	3	4	190	2
1543933976789	-1	3	7	2	4	2	4	3	4	190	2
1543933986790	-1	3	7	2	4	3	4	3	4	190	2
1543933996791	-1	3	7	2	4	2	4	3	4	190	2
1543934006790	-1	3	7	2	4	2	4	3	4	190	2
1543934016790	-1	3	7	2	4	3	4	3	4	190	2
1543934026792	-1	3	7	2	4	3	4	3	4	190	2
1543934036793	-1	3	7	2	4	2	4	3	4	190	2
1543934046793	-1	3	7	2	4	3	4	3	4	191	2
1543934056794	-1	3	7	2	4	2	3	3	4	191	2
1543934066795	-1	3	7	2	4	2	4	3	4	192	2
1543934076796	-1	3	6	2	4	3	4	3	4	192	2
1543934086797	-1	3	7	2	4	2	4	3	4	193	2
1543934096799	-1	3	7	2	4	3	4	3	4	193	2
1543934106799	-1	3	7	2	4	3	4	3	4	194	2
1543934116801	-1	3	7	2	4	2	4	3	4	194	2
1543934126801	-1	3	7	2	4	2	4	3	4	195	2
1543934136800	-1	3	7	2	4	3	4	3	4	196	2
1543934146801	-1	3	7	2	4	3	4	3	4	197	2
1543934156801	-1	3	7	2	4	3	4	3	4	198	2
1543934166802	-1	3	7	2	4	3	4	3	4	198	2
1543934176803	-1	3	7	2	4	2	4	3	4	199	2
1543934186804	-1	3	6	2	4	2	4	3	4	199	2
1543934196804	-1	3	6	2	4	2	4	3	4	199	2
1543934206805	-1	3	6	2	4	3	4	3	4	200	2
1543934216806	-1	3	7	2	4	3	4	3	4	200	2
1543934226806	-1	3	7	2	4	3	4	3	4	201	2
1543934236807	-1	3	7	2	4	3	4	3	4	202	2
1543934246807	-1	3	7	2	4	3	4	3	4	203	2
1543934256809	-1	3	7	2	4	3	4	3	4	204	2
1543934266810	-1	3	7	2	4	3	4	3	4	206	2
1543934276810	-1	3	7	2	4	3	4	3	4	207	2
1543934286811	-1	3	7	2	4	3	4	3	4	208	2
1543934296812	-1	3	7	2	4	2	4	3	4	209	2
1543934306813	-1	3	7	2	4	3	4	3	4	209	2
1543934316814	-1	3	7	2	4	2	4	3	4	210	2
1543934326815	-1	3	7	2	4	3	4	3	4	210	2
1543934336815	-1	3	7	2	4	3	4	3	4	210	2
1543934346816	-1	3	7	2	4	3	4	3	4	210	2
1543934356816	-1	3	7	2	4	3	4	3	4	211	2
1543934366816	-1	3	7	2	4	2	4	3	4	211	2
1543934376817	-1	3	7	2	4	2	4	3	4	212	2
1543934386817	-1	3	7	2	4	2	4	3	4	212	2
1543934396817	-1	3	7	2	4	2	4	3	4	213	2
1543934406818	-1	3	7	2	4	3	4	3	4	213	2
1543934416819	-1	3	6	2	4	2	4	3	4	214	2
1543934426820	-1	3	6	2	4	3	4	3	4	214	2
1543934436820	-1	3	7	2	4	3	4	3	4	215	2
1543934446820	-1	3	7	2	4	2	4	3	4	215	2
1543934456821	-1	3	7	2	4	3	4	3	4	216	2
1543934466822	-1	3	7	2	4	3	4	3	4	216	2
1543934476823	-1	3	7	2	4	3	4	3	4	217	2
1543934486822	-1	3	6	2	4	3	4	3	4	217	2
1543934496822	-1	3	6	2	4	3	4	3	4	218	2
1543934506822	-1	3	7	2	4	3	4	3	4	218	2
1543934516823	-1	3	6	2	4	3	4	3	4	219	2
1543934526825	-1	3	6	2	4	3	4	3	4	219	2
1543934536826	-1	3	7	2	4	3	4	3	4	220	2
1543934546827	-1	3	7	2	4	2	4	3	4	220	2
1543934556828	-1	3	7	2	4	3	4	3	4	221	2
1543934566828	-1	3	7	2	4	3	4	3	4	221	2
1543934576828	-1	3	7	2	4	3	4	3	4	222	2
1543934586829	-1	3	7	2	4	3	4	3	4	222	2
1543934596830	-1	3	7	2	4	3	4	3	4	223	2
1543934606831	-1	3	6	2	4	3	4	3	4	223	2
1543934616832	-1	3	6	2	4	3	4	3	4	224	2
1543934626832	-1	3	6	2	4	3	4	3	4	224	2
1543934636832	-1	3	7	2	4	3	4	3	4	225	2
1543934646833	-1	3	7	2	4	2	4	3	4	225	2
1543934656833	-1	3	7	2	4	3	4	3	4	226	2
1543934666834	-1	3	7	2	4	3	4	3	4	226	2
1543934676834	-1	3	7	2	4	3	4	3	4	226	2
1543934686834	-1	3	7	2	4	2	4	3	4	227	2
1543934696836	-1	3	7	2	4	2	4	3	4	228	2
1543934706838	-1	3	7	2	4	3	4	3	4	228	2
1543934716839	-1	3	7	2	4	3	4	3	4	229	2
1543934726840	-1	3	7	2	4	3	4	3	4	229	2
1543934736840	-1	3	7	2	4	3	4	3	4	229	2
1543934746840	-1	3	6	2	4	2	4	3	4	230	2
1543934756840	-1	3	6	2	4	3	4	3	4	230	2
1543934766842	-1	3	6	2	4	3	4	3	4	231	2
1543934776842	-1	3	7	2	4	2	4	3	4	232	2
1543934786844	-1	3	7	2	4	2	4	3	4	232	2
1543934796844	-1	3	7	2	4	3	4	3	4	232	2
1543934806846	-1	3	7	2	4	3	4	3	4	233	2
1543934816846	-1	3	7	2	4	3	4	3	4	233	2
1543934826846	-1	3	7	2	4	3	4	3	4	234	2
1543934836848	-1	3	7	2	4	2	4	3	4	234	2
1543934846849	-1	3	7	2	4	2	4	3	4	235	2
1543934856851	-1	3	7	2	4	3	4	3	4	235	2
1543934866851	-1	3	6	2	4	3	4	3	4	236	2
1543934876851	-1	3	7	2	4	3	4	3	4	236	2
1543934886852	-1	3	6	2	4	3	4	3	4	237	2
1543934896854	-1	3	7	2	4	3	4	3	4	237	2
1543934906853	-1	3	7	2	4	3	4	3	4	238	2
1543934916853	-1	3	7	2	4	2	4	3	4	238	2
1543934926853	-1	3	7	2	4	2	4	3	4	239	2
1543934936854	-1	3	7	2	4	2	4	3	4	239	2
1543934946856	0	3	7	2	4	3	4	3	4	239	2
1543934956857	-1	3	6	2	4	3	4	3	4	240	2
1543934966858	-1	3	7	2	4	3	4	3	4	241	2
1543934976859	-1	3	7	2	4	3	4	3	4	241	2
1543934986860	-1	3	7	2	4	3	4	3	4	242	2
1543934996861	-1	3	7	2	4	2	4	3	4	242	2
1543935006861	-1	3	7	2	4	2	4	3	4	243	2
1543935016861	-1	3	7	2	4	2	4	3	4	243	2
1543935026861	-1	3	7	2	4	2	4	3	4	243	2
1543935036862	-1	3	6	2	4	2	4	3	4	244	2
1543935046864	-1	3	6	2	4	3	4	3	4	244	2
1543935056864	-1	3	7	2	4	2	4	3	4	245	2
1543935066865	-1	3	6	2	4	2	4	3	4	245	2
1543935076866	-1	3	6	2	4	3	4	3	4	246	2
1543935086867	-1	3	7	2	4	2	4	3	4	246	2
1543935096867	-1	3	7	2	4	2	4	3	4	247	2
1543935106867	-1	3	7	2	4	2	4	3	4	247	2
1543935116867	-1	3	7	2	4	2	4	3	4	248	2
1543935126868	-1	3	7	2	4	3	4	3	4	248	2
1543935136870	-1	3	7	2	4	3	4	3	4	249	2
1543935146870	-1	3	6	2	4	2	4	3	4	249	2
1543935156870	-1	3	7	2	4	3	4	3	4	249	2
1543935166871	0	3	6	2	4	2	4	3	4	250	2
1543935176872	-1	3	6	2	4	3	4	3	4	250	2
1543935186872	-1	3	7	2	4	3	4	3	4	251	2
1543935196873	-1	3	7	2	4	3	4	3	4	251	2
1543935206874	-1	3	7	2	4	2	4	3	4	252	2
1543935216879	-1	3	7	2	4	2	4	3	4	252	2
1543935226879	-1	3	6	2	4	2	4	3	4	253	2
1543935236880	-1	3	7	2	4	2	4	3	4	253	2
1543935246880	-1	3	7	2	4	2	4	3	4	254	2
1543935256880	-1	3	6	2	4	3	4	3	4	254	2
1543935266881	-1	3	6	2	4	2	4	3	4	255	2
1543935276881	-1	3	6	2	4	3	4	3	4	255	2
1543935286881	-1	3	6	2	4	3	4	3	4	256	2
1543935296882	-1	3	7	2	4	2	4	3	4	256	2
1543935306883	-1	3	7	2	4	2	4	3	4	256	2
1543935316883	-1	3	6	2	4	2	4	3	4	257	2
1543935326884	-1	3	6	2	4	2	4	3	4	257	2
1543935336885	-1	3	6	2	4	2	4	3	4	258	2
1543935346885	-1	3	6	2	4	2	4	3	4	258	2
1543935356886	-1	3	7	2	4	3	4	3	4	259	2
1543935366887	-1	3	7	2	4	3	4	3	4	259	2
1543935376887	-1	3	7	2	4	3	4	3	4	260	2
1543935386888	-1	3	7	2	4	2	4	3	4	260	2
1543935396889	-1	3	7	2	4	3	4	3	4	261	2
1543935406889	-1	3	7	2	4	3	4	3	4	261	2
1543935416889	-1	3	6	2	4	3	4	3	4	261	2
1543935426890	-1	3	6	2	4	3	4	3	4	262	2
1543935436890	-1	3	6	2	4	3	4	3	4	262	2
1543935446890	-1	3	6	2	4	3	4	3	4	263	2
1543935456891	-1	3	7	2	4	2	4	3	4	263	2
1543935466892	-1	3	7	2	4	2	4	3	4	264	2
1543935476892	-1	3	6	2	4	2	4	3	4	264	2
1543935486893	-1	3	6	2	4	3	4	3	4	265	2
1543935496895	-1	3	7	2	4	3	4	3	4	265	2
1543935506897	-1	3	6	2	4	3	4	3	4	265	2
1543935516898	-1	3	7	2	4	2	4	3	4	266	2
1543935526898	-1	3	7	2	4	2	4	3	4	266	2
1543935536898	-1	3	6	2	4	3	4	3	4	267	2
1543935546897	-1	3	7	2	4	2	4	3	4	267	2
1543935556898	-1	3	6	2	4	3	4	3	4	268	2
1543935566899	-1	3	6	2	4	3	4	3	4	268	2
1543935576900	-1	3	7	2	4	3	4	3	4	268	2
1543935586900	-1	3	7	2	4	3	4	3	4	269	2
1543935596901	-1	3	7	2	4	3	4	3	4	269	2
1543935606902	-1	3	6	2	4	3	4	3	4	270	2
1543935616902	-1	3	6	2	4	2	4	3	4	270	2
1543935626903	-1	3	6	2	4	3	4	3	4	271	2
1543935636904	-1	3	6	2	4	3	4	3	4	271	2
1543935646905	-1	3	7	2	4	2	4	3	4	272	2
1543935656906	-1	3	7	2	4	3	4	3	4	272	2
1543935666906	-1	3	6	2	4	3	4	3	4	272	2
1543935676907	-1	3	6	2	4	2	4	3	4	273	2
1543935686906	-1	3	6	2	4	2	4	3	4	273	2
1543935696907	-1	3	7	2	4	3	4	3	4	274	2
1543935706908	-1	3	7	2	4	3	4	3	4	274	2
1543935716908	-1	3	7	2	4	3	4	3	4	275	2
1543935726908	-1	3	6	2	4	3	4	3	4	275	2
1543935736910	-1	3	7	2	4	2	4	3	4	275	2
1543935746911	-1	3	6	2	4	2	4	3	4	276	2
1543935756911	-1	3	6	2	4	2	4	3	4	276	2
1543935766911	-1	3	7	2	4	2	4	3	4	277	2
1543935776913	-1	3	7	2	4	2	4	3	4	277	2
1543935786913	-1	3	6	2	4	2	4	3	4	278	2
1543935796914	-1	3	6	2	4	2	4	3	4	278	2
1543935806914	-1	3	6	2	4	2	4	3	4	278	2
1543935816916	-1	3	7	2	4	3	4	3	4	279	2
1543935826916	-1	3	7	2	4	2	4	3	4	279	2
1543935836916	-1	3	7	2	4	2	4	3	4	280	2
1543935846916	-1	3	7	2	4	2	4	3	4	280	2
1543935856917	-1	3	7	2	4	2	4	3	4	281	2
1543935866916	-1	3	7	2	4	2	4	3	4	281	2
1543935876916	-1	3	7	2	4	2	4	3	4	281	2
1543935886917	-1	3	7	2	4	3	4	3	4	282	2
1543935896918	-1	3	7	2	4	2	4	3	4	282	2
1543935906919	-1	3	6	2	4	2	4	3	4	283	2
1543935916920	-1	3	7	2	4	2	4	3	4	283	2
1543935926922	-1	3	6	2	4	3	4	3	4	284	2
1543935936922	-1	3	6	2	4	2	4	3	4	284	2
1543935946923	-1	3	7	2	4	2	4	3	4	284	2
1543935956924	-1	3	7	2	4	3	4	3	4	285	2
1543935966924	-1	3	7	2	4	2	4	3	4	285	2
1543935976925	-1	3	7	2	4	2	4	3	4	286	2
1543935986926	-1	3	7	2	4	2	4	3	4	286	2
1543935996927	-1	3	7	2	4	2	4	3	4	286	2
1543936006927	-1	3	7	2	4	3	4	3	4	287	2
1543936016928	-1	3	7	2	4	2	4	3	4	287	2
1543936026929	-1	3	7	2	4	2	4	3	4	287	2
1543936036930	-1	3	7	2	4	2	4	3	4	288	2
1543936046929	-1	3	7	2	4	2	4	3	4	288	2
1543936056930	-1	3	7	2	4	2	4	3	4	289	2
1543936066930	-1	3	7	2	4	2	4	3	4	289	2
1543936076931	-1	3	7	2	4	2	4	3	4	290	2
1543936086931	-1	3	6	2	4	3	4	3	4	290	2
1543936096931	-1	3	7	2	4	2	4	3	4	290	2
1543936106933	-1	3	7	2	4	3	4	3	4	291	2
1543936116932	-1	3	6	2	4	2	4	3	4	291	2
1543936126933	-1	3	6	2	4	2	4	3	4	292	2
1543936136933	-1	3	6	2	4	2	4	3	4	292	2
1543936146934	-1	3	6	2	4	2	4	3	4	292	2
1543936156935	-1	3	7	2	4	2	4	3	4	293	2
1543936166935	-1	3	7	2	4	3	4	3	4	293	2
1543936176935	-1	3	7	2	4	3	4	3	4	293	2
1543936186936	-1	3	7	2	4	3	4	3	4	294	2
1543936196936	-1	2	7	2	4	2	4	3	4	294	2
1543936206936	-1	3	7	2	4	2	4	3	4	295	2
1543936216937	-1	3	7	2	4	2	4	3	4	295	2
1543936226937	-1	3	7	2	4	2	4	3	4	296	2
1543936236937	-1	3	7	2	4	2	4	3	4	296	2
1543936246938	-1	3	7	2	4	2	4	3	4	296	2
1543936256939	-1	3	7	2	4	3	4	3	4	297	2
1543936266939	-1	3	7	2	4	3	4	3	4	297	2
1543936276941	-1	3	7	2	4	2	4	3	4	297	2
1543936286943	-1	3	7	2	4	3	4	3	4	298	2
1543936296943	-1	3	7	2	4	2	4	3	4	298	2
1543936306944	-1	3	7	2	4	2	4	3	4	298	2
1543936316944	-1	3	7	2	4	2	4	3	4	299	2
1543936326944	-1	3	7	2	4	2	4	3	4	299	2
