time	T1	T2	T3	T4
2019-10-14T22:12:11	25	30	37	28
2019-10-14T22:12:21	25	30	37	28
2019-10-14T22:12:31	25	30	37	28
2019-10-14T22:12:41	25	30	37	28
2019-10-14T22:12:51	25	30	37	28
2019-10-14T22:13:01	25	30	37	28
2019-10-14T22:13:11	25	30	37	28
2019-10-14T22:13:21	25	30	37	28
2019-10-14T22:13:31	25	30	37	28
2019-10-14T22:13:41	25	30	36	28
2019-10-14T22:13:51	25	30	36	28
2019-10-14T22:14:01	25	30	36	28
2019-10-14T22:14:11	25	30	36	28
2019-10-14T22:14:21	25	30	36	28
2019-10-14T22:14:31	25	30	36	28
2019-10-14T22:14:41	25	30	36	28
2019-10-14T22:14:51	25	30	36	28
2019-10-14T22:15:01	25	30	36	28
2019-10-14T22:15:11	25	30	36	28
2019-10-14T22:15:21	25	30	36	28
2019-10-14T22:15:31	25	30	36	28
2019-10-14T22:15:41	26	31	35	28
2019-10-14T22:15:51	27	32	36	29
2019-10-14T22:16:01	28	34	38	29
2019-10-14T22:16:11	30	36	40	29
2019-10-14T22:16:21	31	37	41	30
2019-10-14T22:16:31	31	38	41	31
2019-10-14T22:16:41	32	38	42	31
2019-10-14T22:16:51	32	39	42	32
2019-10-14T22:17:01	32	39	41	32
2019-10-14T22:17:11	32	38	41	32
2019-10-14T22:17:21	32	38	41	33
2019-10-14T22:17:31	32	38	41	33
2019-10-14T22:17:41	32	38	40	33
2019-10-14T22:17:51	32	38	40	33
2019-10-14T22:18:01	32	38	41	33
2019-10-14T22:18:11	33	39	43	34
2019-10-14T22:18:21	34	40	45	34
2019-10-14T22:18:31	34	41	46	35
2019-10-14T22:18:41	35	41	46	35
2019-10-14T22:18:51	35	41	46	35
2019-10-14T22:19:01	35	41	46	34
2019-10-14T22:19:11	35	41	46	34
2019-10-14T22:19:21	35	41	45	33
2019-10-14T22:19:31	35	41	45	33
2019-10-14T22:19:41	35	42	45	33
2019-10-14T22:19:51	36	43	46	34
2019-10-14T22:20:01	37	44	48	35
2019-10-14T22:20:11	37	44	49	35
2019-10-14T22:20:21	37	45	49	36
2019-10-14T22:20:31	37	45	49	36
2019-10-14T22:20:41	37	45	49	37
2019-10-14T22:20:51	37	45	48	37
2019-10-14T22:21:01	37	44	48	37
2019-10-14T22:21:11	38	44	48	38
2019-10-14T22:21:21	40	46	50	38
2019-10-14T22:21:34	44	50	-100	-100
2019-10-14T22:21:44	45	50	54	40
2019-10-14T22:21:54	46	51	55	41
2019-10-14T22:22:04	46	51	55	41
2019-10-14T22:22:14	46	52	54	42
2019-10-14T22:22:24	46	53	55	42
2019-10-14T22:22:34	46	54	55	42
2019-10-14T22:22:44	47	55	55	43
2019-10-14T22:22:54	47	56	57	43
2019-10-14T22:23:04	48	57	59	43
2019-10-14T22:23:14	49	58	60	44
2019-10-14T22:23:24	49	58	60	45
2019-10-14T22:23:34	49	58	60	45
2019-10-14T22:23:44	49	58	60	46
2019-10-14T22:23:54	49	58	60	46
2019-10-14T22:24:04	50	57	59	46
2019-10-14T22:24:14	50	57	59	46
2019-10-14T22:24:24	53	57	59	47
2019-10-14T22:24:34	55	57	59	47
2019-10-14T22:24:44	56	59	61	48
2019-10-14T22:24:54	57	61	63	48
2019-10-14T22:25:04	58	62	64	49
2019-10-14T22:25:14	58	63	64	50
2019-10-14T22:25:24	58	63	64	50
2019-10-14T22:25:34	58	63	63	50
2019-10-14T22:25:44	58	62	63	51
2019-10-14T22:25:54	58	62	63	51
2019-10-14T22:26:04	58	62	64	51
2019-10-14T22:26:14	58	63	66	51
2019-10-14T22:26:24	58	63	66	52
2019-10-14T22:26:34	58	63	66	52
2019-10-14T22:26:44	58	63	66	52
2019-10-14T22:26:54	58	63	65	52
2019-10-14T22:27:04	58	63	65	52
2019-10-14T22:27:14	58	65	66	52
2019-10-14T22:27:24	58	67	69	53
2019-10-14T22:27:34	59	68	70	54
2019-10-14T22:27:44	59	69	70	54
2019-10-14T22:27:54	59	70	70	54
2019-10-14T22:28:04	59	69	70	54
2019-10-14T22:28:14	59	69	69	55
2019-10-14T22:28:24	60	69	69	55
2019-10-14T22:28:34	63	69	69	55
2019-10-14T22:28:44	64	69	69	56
2019-10-14T22:28:54	65	69	71	56
2019-10-14T22:29:04	66	70	73	56
2019-10-14T22:29:14	67	70	74	56
2019-10-14T22:29:24	67	70	74	57
2019-10-14T22:29:34	67	70	74	57
2019-10-14T22:29:44	67	70	74	57
2019-10-14T22:29:54	66	69	73	58
2019-10-14T22:30:04	66	69	73	58
2019-10-14T22:30:14	67	71	73	58
2019-10-14T22:30:24	68	74	76	58
2019-10-14T22:30:34	68	76	77	59
2019-10-14T22:30:44	68	76	77	59
2019-10-14T22:30:54	68	76	77	59
2019-10-14T22:31:04	68	76	76	59
2019-10-14T22:31:14	67	76	76	60
2019-10-14T22:31:24	67	75	76	60
2019-10-14T22:31:34	67	76	78	60
2019-10-14T22:31:44	68	76	79	60
2019-10-14T22:31:54	70	76	80	61
2019-10-14T22:32:04	71	76	79	61
2019-10-14T22:32:14	72	76	79	61
2019-10-14T22:32:24	72	76	79	61
2019-10-14T22:32:34	72	75	78	62
2019-10-14T22:32:44	72	77	78	62
2019-10-14T22:32:54	73	80	80	62
2019-10-14T22:33:04	74	82	82	64
2019-10-14T22:33:14	74	82	84	64
2019-10-14T22:33:24	74	83	84	65
2019-10-14T22:33:34	74	83	84	65
2019-10-14T22:33:44	74	83	83	65
2019-10-14T22:33:54	73	82	82	65
2019-10-14T22:34:04	73	82	81	65
2019-10-14T22:34:14	73	82	83	65
2019-10-14T22:34:24	75	83	86	66
2019-10-14T22:34:34	78	83	86	67
2019-10-14T22:34:44	78	84	87	67
2019-10-14T22:34:54	79	83	87	67
2019-10-14T22:35:04	79	83	86	67
2019-10-14T22:35:14	79	83	86	67
2019-10-14T22:35:24	78	83	85	67
2019-10-14T22:35:34	78	83	84	67
2019-10-14T22:35:44	78	86	87	67
2019-10-14T22:35:54	79	89	87	68
2019-10-14T22:36:04	80	90	89	68
2019-10-14T22:36:14	80	91	90	69
2019-10-14T22:36:24	79	91	90	69
2019-10-14T22:36:34	79	90	89	69
2019-10-14T22:36:44	79	89	89	69
2019-10-14T22:36:54	79	89	88	69
2019-10-14T22:37:04	82	89	90	70
2019-10-14T22:37:14	85	90	93	70
2019-10-14T22:37:24	86	90	93	71
2019-10-14T22:37:34	86	90	93	71
2019-10-14T22:37:44	87	90	93	71
2019-10-14T22:37:54	87	89	92	72
2019-10-14T22:38:04	87	88	92	72
2019-10-14T22:38:14	86	90	92	72
2019-10-14T22:38:24	86	92	94	72
2019-10-14T22:38:34	87	94	94	72
2019-10-14T22:38:44	87	94	94	73
2019-10-14T22:38:54	88	94	94	73
2019-10-14T22:39:04	86	94	94	73
2019-10-14T22:39:14	86	95	94	73
2019-10-14T22:39:24	87	95	96	74
2019-10-14T22:39:34	86	95	96	74
2019-10-14T22:39:44	87	95	96	74
2019-10-14T22:39:54	87	95	96	75
2019-10-14T22:40:04	89	94	96	75
2019-10-14T22:40:14	90	94	96	75
2019-10-14T22:40:24	91	94	96	75
2019-10-14T22:40:34	92	97	99	76
2019-10-14T22:40:44	93	99	101	76
2019-10-14T22:40:54	93	100	102	77
2019-10-14T22:41:04	93	100	101	77
2019-10-14T22:41:14	93	100	101	77
2019-10-14T22:41:24	93	100	100	77
2019-10-14T22:41:34	92	99	99	78
2019-10-14T22:41:44	93	99	100	78
2019-10-14T22:41:54	92	100	102	78
2019-10-14T22:42:04	93	100	103	78
2019-10-14T22:42:14	92	100	103	78
2019-10-14T22:42:24	93	100	103	78
2019-10-14T22:42:34	96	100	104	79
2019-10-14T22:42:44	97	100	104	79
2019-10-14T22:42:54	97	100	103	79
2019-10-14T22:43:04	97	101	102	80
2019-10-14T22:43:14	98	104	105	81
2019-10-14T22:43:24	99	105	106	81
2019-10-14T22:43:34	99	107	107	81
2019-10-14T22:43:44	99	107	106	82
2019-10-14T22:43:54	99	106	105	82
2019-10-14T22:44:04	99	105	105	82
2019-10-14T22:44:14	98	105	105	82
2019-10-14T22:44:24	98	106	107	82
2019-10-14T22:44:34	99	106	109	83
2019-10-14T22:44:44	99	107	109	83
2019-10-14T22:44:54	99	106	109	83
2019-10-14T22:45:04	101	106	110	83
2019-10-14T22:45:14	103	105	110	84
2019-10-14T22:45:24	103	106	109	84
2019-10-14T22:45:34	103	109	108	84
2019-10-14T22:45:44	104	109	110	84
2019-10-14T22:45:54	104	110	112	85
2019-10-14T22:46:04	104	111	112	86
2019-10-14T22:46:14	104	111	112	86
2019-10-14T22:46:24	103	111	111	86
2019-10-14T22:46:34	103	110	111	86
2019-10-14T22:46:44	102	110	110	86
2019-10-14T22:46:54	104	110	113	87
2019-10-14T22:47:04	107	111	116	87
2019-10-14T22:47:14	108	112	117	88
2019-10-14T22:47:24	109	112	116	88
2019-10-14T22:47:34	109	112	116	88
2019-10-14T22:47:44	109	111	115	89
2019-10-14T22:47:54	109	112	115	89
2019-10-14T22:48:04	108	114	114	89
2019-10-14T22:48:14	108	115	117	89
2019-10-14T22:48:24	109	117	117	89
2019-10-14T22:48:34	109	117	117	90
2019-10-14T22:48:44	109	117	117	90
2019-10-14T22:48:54	108	117	117	90
2019-10-14T22:49:04	109	117	116	90
2019-10-14T22:49:14	112	117	118	90
2019-10-14T22:49:24	112	117	120	91
2019-10-14T22:49:34	115	117	121	92
2019-10-14T22:49:44	115	117	122	93
2019-10-14T22:49:54	114	117	121	93
2019-10-14T22:50:04	115	116	120	93
2019-10-14T22:50:14	114	117	119	93
2019-10-14T22:50:24	114	120	120	93
2019-10-14T22:50:34	115	123	123	94
2019-10-14T22:50:44	115	124	124	94
2019-10-14T22:50:54	115	124	124	94
2019-10-14T22:51:04	114	124	123	94
2019-10-14T22:51:14	114	124	122	95
2019-10-14T22:51:24	115	123	122	95
2019-10-14T22:51:34	116	124	122	95
2019-10-14T22:51:44	117	124	124	95
2019-10-14T22:51:54	117	124	125	96
2019-10-14T22:52:04	117	124	126	96
2019-10-14T22:52:14	117	123	125	96
2019-10-14T22:52:24	117	123	124	96
2019-10-14T22:52:34	116	122	125	96
2019-10-14T22:52:44	119	124	128	97
2019-10-14T22:52:54	121	125	129	98
